Id,Name,Description,Participation,Location,Region,Town,Tel,Org,Start,End,Px,Py
C2_371020000A_003606,浦揪文創市集,結合後浦十六藝文特區文創商家並邀請台金特色攤位進駐，於每季季末提供旅客及在地金門鄉親體驗及挖寶的樂趣。主辦單位：金城鎮公所觀光課  活動時間：6/28-6/30、9/20-9/22、12/6-12/8(3場次)連絡電話：王小姐 082-325057,,詳見官網,金門縣,金城鎮,886-8-2318823,金門縣政府,2024/6/28 00:00,2024/6/30 23:59,118.31687,24.43289
C2_371020000A_003608,2024綠色岐蹟．烈嶼綠石槽活動,「低碳載具暢遊綠石槽」活動期間自3月1日起至5月31日，將視綠石槽生長狀況調整運行時間。烈嶼鄉季節限定「綠石槽」觀賞活動將搭配電瓶車，限定推出「綠色岐蹟．綠石槽電瓶車專線」，鄉公所提供「電瓶車」低碳運具，讓遊客可以搭乘低碳載具暢遊烈嶼，凡搭乘鄉公所提供的低碳運具者，可獲得宣導品一份。電瓶車遊程路線規劃為：后麟步槍模擬射擊館（報到地點）&rarr;823砲戰紀念碑&rarr;九宮坑道／羅厝漁港&rarr;八達樓子&rarr;青岐港（綠石槽）&rarr;南山頭（上車地點）&rarr;后麟步槍模擬射擊館，全程約2小時50分鐘。遊程車次及發車時間分別為上午08:30、09:00、10:00共三車次；下午14:00、15:00共兩車次，上、下午合計五車次。遊客請於后麟步槍模擬射擊館旅服中心購票乘車，搭乘低碳載具暢遊烈嶼；另可在后麟步槍模擬射擊館旅服中心憑當日乘車票券兌換宣導品1份（憑當日票兌換，1張票限兌換1份，數量有限，贈完為止）。電瓶車收費方式一、全票250元(非縣籍民眾)。**電瓶車全票票價從3月6日起至6月30日止，全票250元調降為150元喔**二、優惠票150元(非縣籍持有學生證之在學學生、非縣籍65歲以上)。三、縣民票100元(縣籍民眾)。四、免費票 (身高115cm以下遊客需有大人陪同，大人需購票)主辦單位：烈嶼鄉公所 活動時間：3月1日起至5月31日，將視綠石槽生長狀況調整運行時間活動地點：烈嶼鄉青岐港電瓶車預約專線082-362952。,,詳見官網,金門縣,烈嶼鄉,886-8-2318823,金門縣政府,2024/3/1 00:00,2024/5/31 23:59,118.23074,24.41215
C2_371020000A_003612,金門國家公園聚落舞臺劇「落番情」展演活動,「落番」是金門的一頁滄桑史，在金門無法謀生的人們，只能遠離故鄉前往未知的南方尋找機會，他們的辛苦勞力付出，只為了金門家人們的殷殷盼望。延續著這份深深的情感，並在金門鱟劇團精心打造的故事內容，將豐厚的閩南與僑鄉文化元素以創新的語彙與手法，呈現展開出專屬於金門的舞臺劇「落番情」，透過戲劇展演方式，將先人離鄉背井討生活的搏命辛酸，以及開創事業的堅忍奮鬥的歷史故事有了嶄新的詮釋。元宵佳節期間，歡迎鄉親們相招作伙來觀賞，跟著我們一起進入出洋落番的那個時光，感受這齣由在地傑出表演劇團「金門鱟劇團」的演員們，共同呈現的溫馨感人、笑中帶淚的故事！主辦單位：內政部國家公園署金門國家公園管理處活動時間：2月23日至2月25日活動地點：珠山、歐厝、小徑聚落連絡電話：陳小姐 082-313182各活動時間及地點以主辦單位最新公告為主,,詳見官網,金門縣,金城鎮,886-8-2318823,金門縣政府,2024/2/23 00:00,2024/2/25 23:59,118.31705,24.43586
C2_371020000A_003619,第五屆烈嶼定向越野錦標賽暨樂遊健走活動,定向越野是結合了體力與腦力兩大要素的運動，越來越多人愛上了這項被稱為&quot;智跑&quot;的戶外運動項目，不分男女老幼都可以一起參與，是一項全民性的特色運動，藉此創意活動，結合烈嶼豐富多元的觀光資源，發展鄉村特色，促進地方繁榮，打造烈嶼鄉為新世紀運動觀光與樂活健康休閒島。主辦單位：烈嶼鄉公所活動時間：12月21日至12月22日(暫訂)活動地點：烈嶼鄉連絡電話：曾先生 082-364510 各活動時間及地點以主辦單位最新公告為主,,詳見官網,金門縣,金城鎮,886-8-2318823,金門縣政府,2024/12/21 00:00,2024/12/22 23:59,118.31705,24.43586
C2_371020000A_003620,113年度金門國家公園生存遊戲活動,金管處為提升軍事據點保存維護及活化利用效益，持續規劃戰役景點導入生存遊戲及參與型軍事體驗活動，爰規劃辦理本活動，期透過戰地文化體驗，結合與射擊相關的主題探索課程，充分瞭解金門的特殊生活風貌及金門的軍事文化與歷史的淵源，進而思考如何將此珍戰地貴資源保存及活化，並將環境教育推廣到日常生活當中。金管處期望藉由辦理生存遊戲活動，使民眾近距離接觸並且體驗軍事生活，並帶動金門地區生存遊戲人口，進而達到推廣生態旅遊，活絡地區產業、經濟之目的。主辦單位：內政部國家公園署金門國家公園管理處活動地點：金門全島活動時間：4至11月辦理 5 梯次金沙鎮船型堡營區：113年4月27日金寧鄉安東一營區：113年5月25日金沙鎮船型堡營區：113年9月28日金寧鄉古寧頭三營區：113年10月26日中山林乳南三營區：113年11月9日＊各場次開放報名時間請關注金門國家公園管理處官網及粉絲頁連絡電話：陳先生 082-313211各活動時間及地點以主辦單位最新公告為主,,詳見官網,金門縣,金城鎮,886-8-2318823,金門縣政府,2024/4/27 00:00,2024/11/9 23:59,118.31705,24.43586
C2_371020000A_003621,金門國家公園栗喉蜂虎保育宣導活動,栗喉蜂虎是金門具特色的夏候鳥，每年4月飛抵金門挖洞築巢繁衍後代；因鮮豔羽色及特殊繁殖行為，成為金門夏日最引人注目的焦點。為讓更多民眾認識栗喉蜂虎的生態，於慈湖三角堡由社團法人金門縣野鳥學會專業人員提供精彩生態導覽。主辦單位：內政部國家公園署金門國家公園管理處活動地點：慈湖三角堡連絡電話：陳小姐 082-313173各活動時間及地點以主辦單位最新公告為主,,詳見官網,金門縣,金寧鄉,886-8-2318823,金門縣政府,2024/5/25 00:00,2024/7/7 23:59,118.29762,24.46514
C2_371020000A_003622,烈嶼親子童玩節,一、街道遊戲(線上報名時間6/8~6/23)習山湖公園自興建完成後吸引眾多遊客及鄉親前往，為了拉近親子之間的關係與情感，讓親子享受歡樂時光，本活動將邀請臺灣目前推動兒童遊戲權「最國際化又最接地氣」的團體「特公盟」聯手在習山湖公園周邊封路辦理離島第一場「街道遊戲」，希望能夠讓家長與孩子們在遊戲中一起學習、解決問題，共同成長。預計每場招收50組(1大1小親子參加)，每人限報1組。第一場：上午8點30分-10點30分第二場：下午3點-5點二、「親子歡樂市集」園遊會於活動會場搭建攤販市集，邀請地方產業或特色商家進駐，推廣本鄉在地產業及農特產品，提供親子同樂活動。活動時間：上午8點至下午5點三、親子闖關活動為鼓勵親子走出戶外，同時推廣在地觀光，讓遊客完成闖關小遊戲後即可換取禮物，創造活動高潮與驚喜。第一場：上午10點30分-12點第二場：下午1點30分-3點交通規劃：為避免車多擁擠導致停車亂象，特設電瓶車於東林複合式運動場免費接駁至會場，另車輛亦可停至東崗直升機場。主辦單位：烈嶼鄉公所活動地點：習山湖紀念公園周邊活動時間：6月29日連絡電話：曾先生 082-364510,,詳見官網,金門縣,烈嶼鄉,886-8-2318823,金門縣政府,2024/6/29 00:00,2024/6/29 23:59,118.25003,24.42466
C2_371020000A_003625,碧山樂團 吹響金門 113年巡演,碧山樂團 吹響金門 113年巡演我們期待您的蒞臨捧場哦03/09(週六) 19:30 金沙鎮金沙戲院前廣場03/16(週六) 19:30 金湖鎮籃球場03/23(週六) 19:30 金城鎮后豐港社區03/30(週六) 19:30 金寧鄉湖南社區04/06(週六) 19:30 烈嶼鄉東林中正台管樂吹奏及歌唱演出(表演)，營造一個熱鬧又溫馨的舞台碧山樂團 是金門在地的本土現代樂團，也是金門縣文化局登記立案的業餘演藝團體，以管樂吹奏及歌唱伴奏為主，目的在為金門在地、有音樂專長的樂師，爭取演出的舞台，也為想學習音樂的社會人士，提供一個絕佳的學習機會。,,詳見官網,金門縣,金城鎮,886-8-2318823,金門縣政府,2024/3/9 19:30,2024/4/6 00:00,118.31705,24.43586
C2_371020000A_003626,打開名人書坊講座,打開名人書坊 講座第一場｜3月23日(六)下午1點30分至3點30分洪蘭主講：「21世紀的教養觀：如何跟上變化多端的世界」第二場｜6月1日(六)下午2點至4點吳娟瑜主講：「最好的自己，正在來路上」第三場｜8月3日(六)下午2點至4點大師兄主講：「那些句點之後的故事」第四場龍應台主講：「這個動盪的世界」**時間再另行告知**地點：金門大學楊肅斌演講廳每場講座詳細內容與報名資訊，將於辦理前發佈於金門日報及各大媒體上，並請持續關注藝起金門、金門縣公共圖書館粉絲專頁。,,詳見官網,金門縣,金城鎮,886-8-2318823,金門縣政府,2024/3/23 13:30,2024/12/31 15:00,118.31705,24.43586
C2_371020000A_003627,落地生金2024金門青年三創嘉年華,此次「落地生金2024金門青年三創嘉年華」旨在彰顯金門青年的創新能量，促進青年創業發展，為金門的創業環境注入新的動力！此次嘉年華包含了創新產業論壇、創意表演和創業市集等多個精彩活動，讓參與者進一步瞭解金門的文化與特有魅力，並呈現金門青創發展的多樣機會與多元樣貌。主辦單位：金門青年三創服務平台活動時間：2024.3.23(六)－3.24(日) 15:00-21:00活動地點：後浦16藝文特區(金門縣金城鎮莒光路112號)連絡電話：082-316177,,詳見官網,金門縣,金城鎮,886-8-2318823,金門縣政府,2024/3/23 00:00,2024/3/24 23:59,118.31685,24.43288
C2_371020000A_003628,葉柏毅：樂理說書人,葉柏毅：樂理說書人葉柏毅是一位獨立原創音樂製作人以吉他伴奏歌曲演唱為主其作品性質都以闡述生活作為展現風格用最純粹的表演方式帶來互動喜愛享受音樂的朋友們期待你們的蒞臨哦03/27(週三) 1930｜山外村辦公處03/28(週四) 1930｜金門城活動中心03/30(週六) 1100｜四埔社區發展協會03/30(週六) 1900｜蓮庵里公所04/13(週六) 1930｜前水頭活動中心04/14(週日) 1930｜泗湖社區活動中心,,詳見官網,金門縣,金城鎮,886-8-2318823,金門縣政府,2024/3/27 19:30,2024/4/14 20:30,118.31705,24.43586
C2_371020000A_003629,天上聖母聖誕暨金城鎮蘇府王爺巡安遶境,農曆三月二十日本為蘇王爺誕辰，而媽祖則為三月廿三日，因兩位神明誕辰僅差三天，為避免勞民傷財，軍管時期下令將二大慶典合併舉行，延續至今，活動更加盛大，時空變化，依舊沿用當年進習。主辦單位：執年爐主(南門天后宮)活動時間：4月28日(農曆3月20日)活動地點：金城地區 連絡電話：許主委 0932-897827各活動時間及地點以主辦單位最新公告為主,,詳見官網,金門縣,金城鎮,886-8-2318823,金門縣政府,2024/4/28 00:00,2024/4/28 23:59,118.31551,24.43206
C2_371020000A_003630,金門迎城隍觀光文化季,為推動金門獨特宗教民俗活動，邀請兩岸三地城隍宮廟共同參與，形成金門觀光主要民俗活動，開闢民俗文化體驗區，讓旅客親身參與文化活動。主辦單位：浯島城隍廟活動時間：5月19日(農曆4月12日)活動地點：金城地區 連絡電話：楊主委 0937-392832各活動時間及地點以主辦單位最新公告為主,,詳見官網,金門縣,金城鎮,886-8-2318823,金門縣政府,2024/5/19 00:00,2024/5/19 23:59,118.31551,24.43206
C2_371020000A_003631,開台媽祖行腳金門祈福遶境,全國開台媽祖聯誼會首次跨海移師金門舉辦「全國媽祖大會師-百廟千人祈福遶境」。主辦單位：南門天后宮活動時間：5月31日6月2日活動地點：各鄉鎮連絡電話：許主委 0932-897827各活動時間及地點以主辦單位最新公告為主,,詳見官網,金門縣,金城鎮,886-8-2318823,金門縣政府,2024/5/31 00:00,2024/6/2 23:59,118.31551,24.43206
C2_371020000A_003632,甲辰天天上聖母四媽祖金門徒步巡安遶境,媽祖信仰是民間最普遍信仰之一，藉由祈求媽祖庇佑而尋得心靈上的寄託，透過徒步遶境活動，親自體驗苦行道心，以宗教的力量及感受媽祖慈悲濟世的精神。主辦單位：桃園龍德宮活動時間：6月29日-7月1日活動地點：各鄉鎮連絡電話：桃園龍德宮管委會 03-313-6488各活動時間及地點以主辦單位最新公告為主,,詳見官網,金門縣,金城鎮,886-8-2318823,金門縣政府,2024/6/29 00:00,2024/7/1 23:59,118.31551,24.43206
C2_371020000A_003633,古地城隍聖誕祈福遶境,金門最早城隍廟是-「古地城隍廟」，它也是「浯島城隍廟的祖廟」金門鎮總兵署遷治後浦(現在金城鎮)，城隍分爐到後浦另建新廟，古地城隍醮慶慶典依循古禮舉行祈福遶境巡安活動。主辦單位：古城城隍廟活動時間：6月22日(農曆5月17日)活動地點：金城鎮金門城連絡電話：邵先生 0932-817615各活動時間及地點以主辦單位最新公告為主,,詳見官網,金門縣,金城鎮,886-8-2318823,金門縣政府,2024/6/22 00:00,2024/6/22 23:59,118.30805,24.40335
C2_371020000A_003634,金門縣第24屆運動會暨第10屆離島聯合運動會,競賽項目計有田徑、籃球、羽球、慢速壘球、桌球、槌球、木球、網球、游泳、跆拳、運動舞蹈、磯釣、大隊接力、趣味競賽等，預估參與人數6000~6500人次，促進離島體育文化及各項產業交流，提高體育運動技術水準。 主辦單位：金門縣立體育場活動地點：金門縣立體育場活動時間：10月17日至10月19日連絡電話：鄭先生 082-372361各活動時間及地點以主辦單位最新公告為主,,詳見官網,金門縣,金城鎮,886-8-2318823,金門縣政府,2024/10/17 00:00,2024/10/19 23:59,118.31442,24.42993
C2_371020000A_003635,2024金門縣第十六屆端午節龍舟競賽,本縣第十六屆端午節龍舟競賽，將於今年6月10日（星期一）端午節上午九時展開，競賽地點在雙鯉湖周邊，這次活動包括龍舟競賽、寫生活動、風味餐體驗三項。本次龍舟競賽組別及參賽資格分別：1.社會組資格：凡金門地區各機關、團體、學校及旅外團體均可組隊參加，除舵手外不可重複。2.鄉鎮村里社區男子組：限居住且設籍金門縣各鄉鎮村里社區之民眾組成之。3.女子組：金門地區各機關、團體、學校暨鄉鎮村里社區組成之。各隊選手不得跨隊（組）重複參賽，選手以第一次出賽代表隊為準，後續重複出賽者取消其隊比賽成績。 主辦單位：金門縣立體育場活動地點：雙鯉湖活動時間：6月10日連絡電話：鄭先生 082-372361各活動時間及地點以主辦單位最新公告為主,,詳見官網,金門縣,金寧鄉,886-8-2318823,金門縣政府,2024/6/10 09:00,2024/6/10 23:59,118.3103,24.47752
C2_371020000A_003640,2024文化平權巡演 《庄頭劇場 藝日限定》,文化平權巡演 《庄頭劇場 藝日限定》文化部以「文化平權」為核心理念，比照國家劇院的規格推動「庄頭劇場」，邀請臺灣品牌團隊及TAIWAN TOP團隊演出，為期一日的活動從下午2點(視季節調整)到晚上9點，下午於次舞台多組傑出表演團隊聯演，並規劃於周邊區域進行街頭藝人、文創市集，帶動當地特色的文創品牌，晚上於主舞台由表演團隊帶來經典劇目之演出。本活動主打老少咸宜、任何民眾都能前來「藝」日限定的文化體驗，期盼讓生活在臺灣的每一個人，都可以很輕鬆地走進劇場。本場次超強表演團隊金門縣 ✕ FOCA福爾摩沙馬戲團《FOCA海風馬戲派對》FOCA福爾摩沙馬戲團｜金門傀儡戲劇團｜沙丁龐客劇團｜金門棠風舞蹈團｜舞蹈空間舞蹈團｜拉縴人歌手｜馬拉赫文化藝術團日期 ｜2024/06/15(六)時間 ｜14:00PM-21:00PM場所 ｜金門縣-莒光公園（共融公園）地址 ｜金門縣金城鎮主辦單位：文化部連絡電話：呂先生 082-323169#345各活動時間及地點以主辦單位最新公告為主,,詳見官網,金門縣,金城鎮,886-8-2318823,金門縣政府,2024/6/15 14:00,2024/6/15 21:00,118.31762,24.42736
C2_371020000A_003641,2024唐伶樂集「金色輝煌年代」講座音樂會,2024唐伶樂集「金色輝煌年代」講座音樂會 即將開跑以「百年華語歌曲傳唱-回味經典」為主題，搭配現場經典歌謠演唱。今年除了唐伶樂集的團員外，特別邀請新市民歌合唱團、金門大學合唱團，在不同場中搭配演出。去年開始以音樂講座方式作為表演的主題，深獲各界好評，這次延續華語歌曲傳唱百年來的歷史，並與日照中心合作外還有社區以及今年度首次洋樓活化的合作，希望能有不一樣的演出場地，帶起不來讓更多喜歡唐伶樂集演出的觀眾朋友們，有更多的歌謠可以一起回味!!演出場次｜4/16（二）14:30-15:30｜金湖日照中心（金湖衛生所樓上）4/23（二）14:30-15:30｜下莊社區活動中心4/27（六）15:00-16:00｜官澳社區活動中心4/28（日）15:00-16:00｜金寧鄉后盤村辦公處4/30（二）14:30-15:30｜金城甄洋樓,,詳見官網,金門縣,金城鎮,886-8-2318823,金門縣政府,2024/4/16 14:00,2024/4/30 16:00,118.31705,24.43586
C2_371020000A_003642,打開名人書坊演講：國際演說家吳娟瑜－最好的自已，正在來路上,打開名人書坊演講：國際演說家吳娟瑜－最好的自已，正在來路上5/21(星期二)上午9點開始報名 https://reurl.cc/RqndZZ主題：最好的自已，正在來路上時間：6月1日(星期六)下午2點地點：金門大學楊肅斌演講廳在台灣被喻為「成長之母」的吳娟瑜老師，重視自我成長，也注重帶動周遭的人來共同成長，她說：「成長是生命的良性循環，一個人如果能夠持續地成長，才能突破生命的盲點，同時開拓眼界，再創生涯高峰。」吳娟瑜老師著作：《情緒化也沒關係:人生不是保持微笑就好》、《酷老樂活:吳娟瑜給大大人的10堂幸福課》、《毒親教養》、《藍天會在牆外等著你：愛或不愛，你最後都是一個人》、《想法一改變，壓力就不見》、《最好的自己，正在來路上》、《另一種魅力》、《不必當母女 當好婆媳就好》、《孩子就要這麼教》、《吳娟瑜這樣教三代教養》等30多本書#金門縣文化局#金門縣公共圖書館#打開名人書坊#吳娟瑜,,詳見官網,金門縣,金城鎮,886-8-2318823,金門縣政府,2024/6/1 14:00,2024/6/1 16:00,118.31705,24.43586
C2_371020000A_003643,國史館台灣文獻館辦理台灣文獻系列講座：盧泰康主講「浯洲文物探源—金門傳世與出土的珍貴古瓷」,國史館台灣文獻館辦理台灣文獻系列講座：盧泰康主講「浯洲文物探源&mdash;金門傳世與出土的珍貴古瓷」金門場即日起開放報名 https://www.th.gov.tw/signup/國史館台灣文獻館辦理台灣文獻系列講座-金門場(離島專場)講座時間｜5月25日（星期六）下午2時，講座地點｜文化局演藝廳三樓會議室國史館臺灣文獻館 向來非常重視歷史文化研究與推廣，為了能夠讓大眾更深入探索金門的古瓷文物，本次特別與金門縣文化局攜手合作，特邀臺南藝術大學藝術史學系 盧泰康 教授主講「浯洲文物探源&mdash;金門傳世與出土的珍貴古瓷」，歡迎有興趣的民眾踴躍報名聆聽。盧泰康 教授長期致力於文化資產古物研究、歷史考古學及陶瓷史研究，其紮實的學術背景，曾多次主持古物研究分析與鑑定，並且將他的研究成果，以大眾化的語彙分享給聽眾。本次的專題演講將以金門宗教文物普查案中調查之文物「東溪窯青花銘文款刻花青瓷鳳尾瓶」及「白瓷三足香爐」，以及金門考古研究出土的古瓷文物等，揭露金門傳世與出土珍貴古瓷的真實面貌，並彰顯其在金門古物類文化資產上的重要性。演講內容精彩可期，對於古瓷文物、考古研究有興趣的民眾請把握難得機會！報名自即日起至5月22日（三）24時止，全程免費，名額90人。採線上報名（https://www.th.gov.tw/signup/，建議以google chrome瀏覽器開啟）。現場並將發放公務員及志工人員研習時數條，符合資格者可帶回機關辦理。更多資訊請至國史館臺灣文獻館官網或金門縣文化局社群網站查詢。,,詳見官網,金門縣,金城鎮,886-8-2318823,金門縣政府,2024/5/25 14:00,2024/5/25 16:00,118.31705,24.43586
C2_371020000A_003644,楊天澤70與風獅爺的原鄉情濃個展,楊天澤70與風獅爺的原鄉情濃個展113年4月13日-113年4月24日｜金門縣文化局第二展場開幕式｜4月13日下午15時金門縣籍術水彩藝術家楊天澤 老師，從事藝術創作超過近60年，數十年來致力於水彩寫生，揹著畫袋，帶著折凳與一壺水，是楊天澤老師平時身影，海邊、古厝、碉堡的各個角落，都有他為家鄉用畫筆留下珍貴的文化資產。去年出版「風姿神勇畫集」以128尊金門風獅爺為主題，述說金門民間風獅爺「鎮風止煞，祈祥求福」，而視為村落守護神，風獅爺佇立於村旁，終年忍受風吹雨打洗禮，構成金門獨特文化景觀，將於這次全數展出，讓畫迷們一睹風采。歡迎參觀指教。主辦｜金門縣文化局策辦｜金門縣美術學會,,詳見官網,金門縣,金城鎮,886-8-2318823,金門縣政府,2024/4/13 08:00,2024/4/24 17:30,118.31705,24.43586
C2_371020000A_003645,2024金門咖啡節,2024金門咖啡節於4月13日(六)開始，持續到5月5日(日)結束，內容包含了咖啡競賽、咖啡拉花課程、甜點體驗課程、咖啡甜點音樂派對、集點抽獎以及天天小確幸的優惠，讓大家有機會認識分布在金門各地的特色咖啡小店，同時參與各項咖啡系列活動，重新認識金門的新風情。首先登場的是4/13(六)及4/14(日)咖啡甜點音樂派對，有機會一次喝到多家咖啡師手沖的咖啡及美味甜點，同時伴著在地樂團的音樂旋律度過休閒的下午茶時光，其次是4/22(一)及4/23(二)金門盃咖啡競賽，計分為手工沖煮咖啡及濾泡耳掛咖啡二類型，還有每周日的甜點體驗實作與咖啡拉花課程，讓你的四月充滿了咖啡的香味，甜點的幸福味。主辦單位：金門縣政府建設處活動時間：4月13日-5月5日活動地點：金門全島連絡電話：陳先生 082-318823#62396,,詳見官網,金門縣,金城鎮,886-8-2318823,金門縣政府,2024/4/13 00:00,2024/5/5 23:59,118.31705,24.43586
C2_371020000A_003646,2024世界水獺日-【獺遊金門】九宮格活動,"在台灣面臨瀕臨絕種的歐亞水獺，現在僅存金門還有穩定水獺族群，金門各地區為水獺設置多樣的裝置藝術、防護措施與創意商品，透過水獺九宮格的遊玩體驗，讓更多民眾來金門能更瞭解歐亞水獺面臨困境與生態保育資訊。活動期間依據九宮格的活動內容，完成指定拍照打卡、消費、尋寶蓋章等任務，可依達成項目數量兌換不同水獺禮品。每人限領1份，數量有限，兌完即止。活動達成條件及禮品說明：達成 3 格，可兌換獺遊金門活動形象L夾(限量1,000個)。達成 5 格，可兌換水獺透明提袋(限量500個)達成 7 格，可兌換水獺小便當盒(限量150個)達成 9 格，可兌換野生動物保冷袋(限量150個)。完成水獺隱藏秘寶(1)、(2)、(3)等3處集章，即可兌換秘寶獎品鑰匙圈1個(限量700個)，需蒐集完成3格水獺秘寶任務印章才可兌換!!活動闖關卡領取地點：金門航空站旅遊服務中心 ( 週一~週日08:00-18:00 )金門植物園旅遊資訊站 ( 週二~週日09:00-12:00；13:30-17:00 ， 週一休館  )金湖昇恆昌 ( 週一~週四09:00~18:00；週五~週日09:00~21:00 )兌換禮品地點及時間：金門植物園 ( 週二~週日09:00-12:00；13:30-17:00 ， 週一休館 )金湖昇恆昌四樓贈品兌換櫃台( 週一~週四09:00~18:00；週五~週日09:00~21:00 )主辦單位：金門縣政府建設處活動時間：5月20日至6月2日活動地點：金門各地區連絡電話：洪小姐 082-321254",,詳見官網,金門縣,金城鎮,886-8-2318823,金門縣政府,2024/5/20 00:00,2024/6/2 23:59,118.31705,24.43586
C2_371020000A_003647,518國際博物館日－博物館抽好禮,配合每年5月18日國際博物館日，即日起，只要進入「金門歷史民俗博物館」參觀即可獲得摸彩券，寫下想對博物館說的話後投入摸彩箱即可獲得抽獎資格。主辦單位：文化園區管理所活動時間：5/15-5/31 (09:30-17:00)活動地點：金門歷史民俗博物館連絡電話：陳小姐 082-351030#606各活動時間及地點以主辦單位最新公告為主,,詳見官網,金門縣,金沙鎮,886-8-2318823,金門縣政府,2024/5/15 00:00,2024/5/31 23:59,118.4034,24.49928
C2_371020000A_003648,113年「台電智網 點亮金門」自行車活動,自行車運動具有休閒、健康及環保等特性，為了響應全民運動、環保地球為主軸，鼓勵全民騎行自行車，邁向健康、活力人生。主辦單位：台電-塔山發電廠活動時間：5月25日活動地點：金門全島連絡電話：林小姐 082-323053#1117各活動時間及地點以主辦單位最新公告為主,,詳見官網,金門縣,金湖鎮,886-8-2318823,金門縣政府,2024/5/25 00:00,2024/5/25 23:59,118.42676,24.43662
C2_371020000A_003649,開山媽祖行脚金門祈福遶境,全國開台媽祖聯誼會首次跨海移師金門舉辦「全國媽祖大會師-百廟千人祈福遶境」。主辦單位：南門天后宮活動時間：5月31日-6月2日活動地點：各鄉鎮連絡電話：許先生(主委)  0932-897827各活動時間及地點以主辦單位最新公告為主,,詳見官網,金門縣,金城鎮,886-8-2318823,金門縣政府,2024/5/31 00:00,2024/6/2 23:59,118.31705,24.43586
C2_371020000A_003650,2024金門國際海洋藝術季,金門國際海洋藝術季今年邁入第四年，以「湖光馥郁」為主題，「馥郁」意指濃郁的香氣與細膩醇厚的口感，亦象徵環境之美。今年的藝術季邀請國內外藝術家共創，環境藝術家李蕢至在太湖遊憩區設置「輕撫波光」，從在地逸品金門高粱酒出發，以竹子為材料以梭形的波光為形，將匯聚山川釀造出的多層次口感透過藝術創作來轉譯這醇厚島嶼的豐富內涵。在地插畫藝術家吳騏在光華園酒窖展出的「田間迷彩」，迷彩融合金門的自然之美，交織成一幅田野迷彩，喚起人們對這片土地的連結，也展現充滿美好與生命力的金門。國際藝術家Lua Rivera在134高地暗空園區的「織構岩景」，透過對自然石形的詮釋，鼓勵民眾用所有感官體驗自然寶藏的美。此外，天衍光藝設計在新市公園展出的「巔峰之耀！」結合透過旋轉的線條表現運動員們不斷向上的力量與動力，而頂端的圓形則代表了夢想的巔峰與無限的可能性，展現了運動精神的無限延伸與活力，作品意象同時象徵金門子弟李洋連續兩屆奪得奧運金牌，彰顯李洋和王齊麟奮鬥不懈、不屈不撓，最後獲得最高榮譽的精神。而王振瑋在高洞的「時空漩渦」，高洞卸下了戰時對峙防禦的積極功能後的今日，時空的轉折變換，將洞深局部轉化為時空的長廊，站在洞內廊道時彷彿置身時間的漩渦，恍惚和奇幻。和紙雕藝術家成若涵在經武酒窖的「隱」，也是這次藝術季中不可錯過的亮點。 水舞展演時程展演期間：10月4日至12月13日。平日(周一至周五)展演4場次。平日展演時間：18:30、19:00、19:30、20:00。假日(周六、周日)展演6場次。假日展演時間：18:00、18:30、19:00、19:30、20:00、20:30。展演長度：概為5分鐘，非展演時段以「光束」暖場。 裝置藝術點位1. 吳騏 57 / 光華酒窖 / 田間迷彩2. Lua Rivera / 134高地暗空園區 / 織構岩景3. 王振瑋 / 高洞 / 時空漩渦4. 成若涵 / 經武酒窖 / 隱5. 李蕢至 / 太湖中正公園旁步道區 / 輕撫波光6.天衍光藝設計/新市公園/巔峰之耀主辦單位：金門縣政府觀光處活動時間：2024年10月4日-2025年2月28日活動地點：金湖鎮周邊連絡電...,,詳見官網,金門縣,金湖鎮,886-8-2318823,金門縣政府,2024/10/4 00:00,2025/2/28 23:59,118.42799,24.43769
C2_371020000A_003651,金宇園掌中劇團：不讀書的小孩被虎咬,2024浯島迎城隍－文化觀光季金宇園掌中劇團：不讀書的小孩被虎咬05/10(五)19:00｜浯島城隍廟05/11(六)19:00｜外武廟05/12(日)14:30｜北鎮廟歡迎大家一起來看戲！金宇園掌中劇團 創立於2008年，劇團一直致力於發展「創藝」布袋戲的演出風格，讓布袋戲不再只侷限於古冊戲、劍俠戲、金光戲等，而是可以很廣泛、天馬行空與創新。｜劇情簡介｜阿褔伯得知學校有布袋戲演出，特別來到學校。卻意外發現孫子小明翹課！跟老師急找小明，卻遇上老虎。由於擔心孫子是被老虎抓走，便找來打虎英雄協助救出女兒。自認藝高人膽大的瘦猴、肥豬受阿福伯的委託，前往找尋老虎。途中，兩人吃著便當，為貪一時方便，將垃圾隨意丟棄在山上，落得被老虎咬的下場。所幸危急之際，真正的打虎英雄「紀鳳鳴」現身，沒想到紀鳳鳴也打不贏老虎！此時小明從山上出現，老虎也消失現場。眾人才明白原來小明是因為一路在幫忙清理垃圾。此時老虎飛在天空中並開口說話，原來因人類亂丟垃圾，山中臭氣滿天、垃圾堆積成山，神仙老虎才出現教訓人類，並感謝小明隨手撿拾垃圾，還給大自然一個整潔的環境，所以小明才是打虎的大英雄。,,詳見官網,金門縣,金城鎮,886-8-2318823,金門縣政府,2024/5/10 19:00,2024/5/12 21:00,118.31705,24.43586
C2_371020000A_003652,唐敏達工筆畫收藏展,唐敏達工筆畫收藏展04/27-05/08 08:00-17:30金門縣文化局第二展覽場,,詳見官網,金門縣,金城鎮,886-8-2318823,金門縣政府,2024/4/27 08:00,2024/5/8 17:30,118.31705,24.43586
